ExperimentName,Subject,Session,Age,Clock.Information,Clock.StartTimeOfDay,Display.RefreshRate,Group,Handedness,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Sex,Block,Animacy,ButtonDistance,Condition,CorrectPractice,CorrectResponse,CriticalStimuli,DecisionScreen.ACC,DecisionScreen.RT,DecisionScreen.RTTime,FAST,FillerNonsensical,FillerSensical,FillerSentence,ItemNo,Landmark,MainCrossair.RT,MainCrossair.RTTime,MainDecision.ACC,MainDecision.CRESP,MainDecision.RESP,MainDecision.RT,MainDecision.RTTime,MainExperimentFirst,MainExperimentFirst.Cycle,MainExperimentFirst.Sample,MainExperimentSecond,MainExperimentSecond.Cycle,MainExperimentSecond.Sample,MainSentence.RT,MainSentence.RTTime,PracticeList,PracticeList.Cycle,PracticeList.Sample,PracticeSessionTwo,PracticeSessionTwo.Cycle,PracticeSessionTwo.Sample,Procedure,Running,Sensibility,Sentence,SentenceDisplay.RT,SentenceDisplay.RTTime,SentenceToDisplay,SLOW,Type,Verb
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,11,,,,5,,,1,538,189973,,,,,,,,,,,,,,,,,,,,,,7,1,11,,,,PracticeProcedure,PracticeList,nonsense,The sidewalk is coloring to the grass,861,189429,,,practice,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,12,,,,9,,,1,759,195381,,,,,,,,,,,,,,,,,,,,,,5,1,12,,,,PracticeProcedure,PracticeList,sense,The cup is sitting on the desk,885,194613,,,practice,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,13,inanimate,far,FILLER,,9,,,,,,,7,The book is on the table,25,other,1171,249619,1,9,9,854,251315,3,1,1,,,,830,250451,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The book is on the table,,filler_sensible,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,14,animal,far,FILLER,,9,,,,,,,17,The mouse is hiding behind the wall,35,other,785,253619,1,9,9,467,254995,3,1,2,,,,894,254515,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The mouse is hiding behind the wall,,filler_sensible,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,15,animal,close,FILLER,,5,,,,,,24,,The pigeon is wrinkling around the plug,60,other,721,257235,1,5,5,446,258707,4,1,3,,,,1011,258259,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The pigeon is wrinkling around the plug,,filler_nonsense,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,16,inanimate,far,FILLER,,9,,,,,,,9,The remote is underneath the couch,27,other,662,260883,1,9,9,758,262419,3,1,4,,,,763,261651,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The remote is underneath the couch,,filler_sensible,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,17,human,close,FILLER,,5,,,,,,10,,The manager is pillowing across the coffee,46,across,635,264563,1,5,5,435,267283,4,1,5,,,,2267,266835,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The manager is pillowing across the coffee,,filler_nonsense,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,18,animal,far,FILLER,,9,,,,,,,15,The snake is hiding under a rock,33,other,537,269331,1,9,9,508,270675,3,1,6,,,,822,270163,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The snake is hiding under a rock,,filler_sensible,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,19,inanimate,close,FILLER,,5,,,,,,33,,The stitching is blowing in the element,69,other,689,272883,1,5,5,1086,276147,4,1,7,,,,2172,275059,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The stitching is blowing in the element,,filler_nonsense,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,20,human,far,SLOW,,9,4,,,,The robber is dashing across the patio,,,,4,across,630,278291,1,9,9,980,280467,1,1,8,,,,1174,279475,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The robber is crawling across the patio,The robber is crawling across the patio,primary,crawl/dash
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,21,human,close,FILLER,,5,,,,,,3,,The mother is ringing across the cat,39,across,502,282483,1,5,5,470,283891,4,1,9,,,,924,283411,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The mother is ringing across the cat,,filler_nonsense,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,22,animal,close,FILLER,,5,,,,,,22,,The horse is emerging down the shoes,58,other,468,285875,1,5,5,1651,289138,4,1,10,,,,1587,287474,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The horse is emerging down the shoes,,filler_nonsense,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,23,human,close,FILLER,,5,,,,,,14,,The trainer is walling up the horse,50,other,603,291250,1,5,5,989,293970,4,1,11,,,,1717,292978,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The trainer is walling up the horse,,filler_nonsense,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,24,human,far,FAST,,9,3,,,,The boy is dashing across the lawn,,,,3,across,563,296050,1,9,9,886,298226,2,1,12,,,,1269,297330,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The boy is dashing across the lawn,The boy is crawling across the lawn,primary,crawl/dash
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,25,inanimate,far,FILLER,,9,,,,,,,1,The apple is rotting on the ground,19,other,502,300242,1,9,9,499,301586,3,1,13,,,,827,301074,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The apple is rotting on the ground,,filler_sensible,
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,26,human,far,SLOW,,9,17,,,,The baseball player is dancing across home plate,,,,17,across,534,303634,1,9,9,630,306930,1,1,14,,,,2643,306290,,,,,,,MainProcedure,MainExperimentFirst,sensible,,,,The baseball player is shooting across home plate,The baseball player is shooting across home plate,primary,shoot/dance
marcus_A,1,54229,19,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3192090000</Frequency><Timestamp dt:dt=""r8"">3.0420831897925E+15</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-28T18:54:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",10/28/14 11:54,75.001,Bodo,right,1430061016,10/28/14,11:54:38,6:54:38 PM,female,27,inanimate,close,FILLER,,5,,,,,,27,,The bump is rolling across the rope,63,across,1651,310098,1,5,5,734,313554,4,1,15,,,,2718,312818,,,,,,,MainProcedure,MainExperimentFirst,nonsense,,,,The bump is rolling across the rope,,filler_nonsense,
